web-scraper-order,web-scraper-start-url,link_toko,link_toko-href,nama_toko,Jml_produk,chat,follower,rating_toko,bergabung,promo,alamat_toko,link_produk,link_produk-href,nama_produk,promo_produk,terjual,gratis_ongkir,favorit
"1668867040-76","https://shopee.co.id/mall/brands/11042849","Unionwell","https://shopee.co.id/unionwelloriginal","","202","87% (hitungan jam)","14,6RB","4.9 (5,3RB penilaian)","3 tahun lalu","null","KOTA JAKARTA SELATAN","40%offUnionwell Tshirt Unionround Logo BlackRp300.000Rp180.000235 TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/Unionwell-Tshirt-Unionround-Logo-Black-i.168583478.11156284810?sp_atk=011edec6-02d6-40f0-a98b-c3dd30a24bfe&xptdk=011edec6-02d6-40f0-a98b-c3dd30a24bfe","null","null","null","null","null"
"1668867089-77","https://shopee.co.id/mall/brands/11042849","Underage","https://shopee.co.id/underage.indonesia","","167","88% (hitungan jam)","10,3RB","4.9 (4,7RB penilaian)","3 tahun lalu","null","KOTA BANDUNG","54%offUnderage T-Shirt wild and free long sleve black streetwear | kaos motorDiskon Rp10RBMurah LebayRp138.600 - Rp163.350707 TerjualKOTA BANDUNG","https://shopee.co.id/Underage-T-Shirt-wild-and-free-long-sleve-black-streetwear-kaos-motor-i.199857305.4456360290?sp_atk=fd62dec2-ebac-401c-b3ae-da9b01e8a4f9&xptdk=fd62dec2-ebac-401c-b3ae-da9b01e8a4f9","null","null","null","null","null"
"1668867126-78","https://shopee.co.id/mall/brands/11042849","UK Unicloth Kingdom","https://shopee.co.id/uniclothkingdom","","79","65% (hitungan jam)","359","4.8 (128 penilaian)","19 bulan lalu","null","KOTA BANDUNG","50%offUK Unicloth Kingdom Tshirt Basic / Kaos Polos 24s / Kaos Polos Tanpa Jahitan SampingGrosirRp86.000Rp43.000152 TerjualKOTA BANDUNG","https://shopee.co.id/UK-Unicloth-Kingdom-Tshirt-Basic-Kaos-Polos-24s-Kaos-Polos-Tanpa-Jahitan-Samping-i.421704542.8488957170?sp_atk=234f1056-980c-4e31-b036-fda95734d513&xptdk=234f1056-980c-4e31-b036-fda95734d513","null","null","null","null","null"
"1668867154-79","https://shopee.co.id/mall/brands/11042849","UC&CO.","https://shopee.co.id/ucandcocanggu","","51","10%","382","4.9 (80 penilaian)","31 bulan lalu","null","KAB. BADUNG","UC&CO. Six Panel Cap Rest In ParadiseRp245.000 - Rp270.0004 TerjualKAB. BADUNG","https://shopee.co.id/UC-CO.-Six-Panel-Cap-Rest-In-Paradise-i.244561474.5929242914?sp_atk=f4eb7a81-d878-4027-bf3a-6e7325add0ba&xptdk=f4eb7a81-d878-4027-bf3a-6e7325add0ba","null","null","null","null","null"
"1668867180-80","https://shopee.co.id/mall/brands/11042849","U8","https://shopee.co.id/u8clothing","","130","75% (hitungan jam)","783","4.7 (184 penilaian)","28 bulan lalu","null","KOTA SURABAYA","60%offU8 Kemeja Motif Kirkless Navy Grey Modern Tribal KIRKLESS 1019-01Rp359.000Rp143.6003 TerjualKOTA SURABAYA","https://shopee.co.id/U8-Kemeja-Motif-Kirkless-Navy-Grey-Modern-Tribal-KIRKLESS-1019-01-i.283006103.7565395407?sp_atk=69829d80-405e-4ce7-912e-e0d9b801d713&xptdk=69829d80-405e-4ce7-912e-e0d9b801d713","null","null","null","null","null"
"1668867214-81","https://shopee.co.id/mall/brands/11042849","Twohead","https://shopee.co.id/twohead.official","","129","87% (hitungan jam)","19,4RB","4.8 (6,3RB penilaian)","24 bulan lalu","null","KAB. BANDUNG","59%offTwohead tshirt Depression WhiteDiskon Rp2,5RBRp180.000Rp73.8001,1RB TerjualKAB. BANDUNG","https://shopee.co.id/Twohead-tshirt-Depression-White-i.346059716.9528689078?sp_atk=c2c8d588-1bf3-4da3-a0f8-7a05a130aec4&xptdk=c2c8d588-1bf3-4da3-a0f8-7a05a130aec4","null","null","null","null","null"
"1668867239-82","https://shopee.co.id/mall/brands/11042849","Twinfit","https://shopee.co.id/twinfit_official","","183","100% (hitungan jam)","10,8RB","4.8 (2,1RB penilaian)","5 tahun lalu","null","KOTA BANDUNG","50%offTwinfit Basic Polo ShirtPilih 3, bayar Rp250.000Rp209.000Rp104.0001,2RB TerjualKOTA BANDUNG","https://shopee.co.id/Twinfit-Basic-Polo-Shirt-i.33873300.5849880509?sp_atk=20d9b90e-757b-468e-b06f-043ef5198606&xptdk=20d9b90e-757b-468e-b06f-043ef5198606","null","null","null","null","null"
"1668867267-83","https://shopee.co.id/mall/brands/11042849","Tvck","https://shopee.co.id/tvck_cons","","333","77% (hitungan jam)","17,2RB","4.9 (1,6RB penilaian)","3 tahun lalu","null","KOTA BANDUNG","25%offTvck Sling Bag Haqiba BlackRp155.000Rp116.250131 TerjualKOTA BANDUNG","https://shopee.co.id/Tvck-Sling-Bag-Haqiba-Black-i.158273238.5215538075?sp_atk=f640faea-14a5-4e9d-a4f8-3aefaada8649&xptdk=f640faea-14a5-4e9d-a4f8-3aefaada8649","null","null","null","null","null"
"1668867292-84","https://shopee.co.id/mall/brands/11042849","Tshirttokoh","https://shopee.co.id/tshirttokoh","","1,1RB","96% (hitungan jam)","66,6RB","4.8 (57,3RB penilaian)","6 tahun lalu","null","KOTA SURAKARTA (SOLO)","Tshirttokoh -  Kaos Panjang Umur Hal Baik - Cerita Baik HitamRp120.000 - Rp140.0002,7RB TerjualKOTA SURAKARTA (SOLO)","https://shopee.co.id/Tshirttokoh-Kaos-Panjang-Umur-Hal-Baik-Cerita-Baik-Hitam-i.8350587.3327648684?sp_atk=777dd192-67e6-4401-94bd-d4004330c04a&xptdk=777dd192-67e6-4401-94bd-d4004330c04a","null","null","null","null","null"
"1668867338-85","https://shopee.co.id/mall/brands/11042849","Trust Denim","https://shopee.co.id/trustdenimofficial","","88","76% (hitungan jam)","13RB","4.9 (3,6RB penilaian)","4 tahun lalu","null","KAB. BANDUNG","57%offTRUST DENIM Black Rainbow 505 Celana Denim selvedge accent  - Black Denim OriginalRp420.000Rp179.999388 TerjualKAB. BANDUNG","https://shopee.co.id/TRUST-DENIM-Black-Rainbow-505-Celana-Denim-selvedge-accent-Black-Denim-Original-i.79588850.2107775561?sp_atk=4fcd1cbc-43dd-4d92-b07e-abce0cd6d207&xptdk=4fcd1cbc-43dd-4d92-b07e-abce0cd6d207","null","null","null","null","null"
"1668867386-86","https://shopee.co.id/mall/brands/11042849","Troy.","https://shopee.co.id/troycompany","","681","98% (hitungan jam)","93RB","4.8 (43,1RB penilaian)","4 tahun lalu","null","KAB. SLEMAN","Troy Company Gelang Tangan Black GL 106Rp10.0007,2RB TerjualKAB. SLEMAN","https://shopee.co.id/Troy-Company-Gelang-Tangan-Black-GL-106-i.132593038.4131694080?sp_atk=906e9724-dc16-4e75-8cf5-7bc91a01772f&xptdk=906e9724-dc16-4e75-8cf5-7bc91a01772f","null","null","null","null","null"
"1668867416-87","https://shopee.co.id/mall/brands/11042849","Troveast","https://shopee.co.id/troveast","","117","85% (hitungan jam)","255,6RB","4.6 (215,4RB penilaian)","6 tahun lalu","null","KOTA TANGERANG","44%offTroveast Jaket Outdoor WaterproofDiskon Rp20RBMurah LebayRp300.000Rp169.00010RB+ TerjualKOTA TANGERANG","https://shopee.co.id/Troveast-Jaket-Outdoor-Waterproof-i.7791565.41661639?sp_atk=88ea5efb-9a69-4ef3-8c5d-952d172920e2&xptdk=88ea5efb-9a69-4ef3-8c5d-952d172920e2","null","null","null","null","null"
"1668867442-88","https://shopee.co.id/mall/brands/11042849","Trousary","https://shopee.co.id/trousaryofficial","","43","100% (hitungan menit)","3,5RB","4.8 (4,9RB penilaian)","3 tahun lalu","null","KAB. BANDUNG","39%offTrousary Sweater  Hoodie Zipper / Sleting Original Size S M L XL XXLDiskon 50%Rp85.000 - Rp130.0001,1RB TerjualKAB. BANDUNG","https://shopee.co.id/Trousary-Sweater-Hoodie-Zipper-Sleting-Original-Size-S-M-L-XL-XXL-i.180630585.5372680447?sp_atk=a7fef8f5-4fce-49c5-8ff5-99f476239bb0&xptdk=a7fef8f5-4fce-49c5-8ff5-99f476239bb0","null","null","null","null","null"
"1668867467-89","https://shopee.co.id/mall/brands/11042849","Trondheim","https://shopee.co.id/trondheimoriginal","","153","96% (hitungan jam)","19,1RB","4.8 (26,5RB penilaian)","4 tahun lalu","null","KOTA CIMAHI","75%offTrondheim Celana Jeans Slim Fit PriaRp99.000 - Rp139.0005,6RB TerjualKOTA CIMAHI","https://shopee.co.id/Trondheim-Celana-Jeans-Slim-Fit-Pria-i.119232628.2200142141?sp_atk=27feecd3-43a9-4f85-9f46-efc2779f4118&xptdk=27feecd3-43a9-4f85-9f46-efc2779f4118","null","null","null","null","null"
"1668867498-90","https://shopee.co.id/mall/brands/11042849","Triple","https://shopee.co.id/triplejeans","","462","85% (hitungan jam)","30,4RB","4.8 (12,3RB penilaian)","3 tahun lalu","null","KOTA SURABAYA","60%offTRIPLE Ladies Celana Jeans Stretch Slim Fit (94 777 GW)Diskon Rp7RBRp425.000Rp170.000690 TerjualKOTA SURABAYA","https://shopee.co.id/TRIPLE-Ladies-Celana-Jeans-Stretch-Slim-Fit-(94-777-GW)-i.175328065.6419139281?sp_atk=6e5e6199-3078-4a90-8a01-cb08d2905d91&xptdk=6e5e6199-3078-4a90-8a01-cb08d2905d91","null","null","null","null","null"
"1668867526-91","https://shopee.co.id/mall/brands/11042849","trepel","https://shopee.co.id/trepel.co","","38","79% (hitungan jam)","639","4.8 (419 penilaian)","7 bulan lalu","null","KOTA BANDUNG","27%offTrepel.Co Celana Cargo Pendek Warna Abu Muda Free Gantungan KunciDiskon Rp2RBPilih 3, diskon Rp5.000Rp124.700 - Rp175.000215 TerjualKOTA BANDUNG","https://shopee.co.id/Trepel.Co-Celana-Cargo-Pendek-Warna-Abu-Muda-Free-Gantungan-Kunci-i.754871962.19724584257?sp_atk=ce8966f2-7cd3-492c-a632-bcecc27f0e9b&xptdk=ce8966f2-7cd3-492c-a632-bcecc27f0e9b","null","null","null","null","null"
"1668867556-92","https://shopee.co.id/mall/brands/11042849","Tozicozy","https://shopee.co.id/tozicozy","","174","98% (hitungan jam)","23,6RB","4.8 (8,2RB penilaian)","4 tahun lalu","null","KAB. BANDUNG","Tozicozy Zein Tas Sling Bag Pria Warna Hitam Waterproof Bahan BimoDiskon 50%Hadiah GratisRp159.000349 TerjualKAB. BANDUNG","https://shopee.co.id/Tozicozy-Zein-Tas-Sling-Bag-Pria-Warna-Hitam-Waterproof-Bahan-Bimo-i.130851767.7894154586?sp_atk=7775605b-e1bb-4ae4-a5d2-ceb521dcc218&xptdk=7775605b-e1bb-4ae4-a5d2-ceb521dcc218","null","null","null","null","null"
"1668867580-93","https://shopee.co.id/mall/brands/11042849","TOPTEN","https://shopee.co.id/toptenofficial","","208","87% (hitungan jam)","11,9RB","4.7 (1,9RB penilaian)","4 tahun lalu","null","KOTA SURABAYA","52%offTOPTEN Celana Dalam Pria Boxer Premium Topten SportDiskon 10%Rp99.000Rp48.000685 TerjualKOTA SURABAYA","https://shopee.co.id/TOPTEN-Celana-Dalam-Pria-Boxer-Premium-Topten-Sport-i.96058796.6010357260?sp_atk=f96904d4-1df4-4338-ae1a-e6807a9d42f6&xptdk=f96904d4-1df4-4338-ae1a-e6807a9d42f6","null","null","null","null","null"
"1668867618-94","https://shopee.co.id/mall/brands/11042849","TopOne88","https://shopee.co.id/topone88","","289","97% (hitungan jam)","104,9RB","4.7 (150,8RB penilaian)","6 tahun lalu","null","KOTA JAKARTA BARAT","40%offTopone88 Jaket Royal Hoodie Zipper Anak Laki Perempuan UnisexMurah LebayRp100.000Rp60.00010RB+ TerjualKOTA JAKARTA BARAT","https://shopee.co.id/Topone88-Jaket-Royal-Hoodie-Zipper-Anak-Laki-Perempuan-Unisex-i.19222953.784901261?sp_atk=25ddb2d9-b5aa-4945-8fb6-a339f2c6ed44&xptdk=25ddb2d9-b5aa-4945-8fb6-a339f2c6ed44","null","null","null","null","null"
"1668867643-95","https://shopee.co.id/mall/brands/11042849","Tootsie","https://shopee.co.id/tootsie.official","","60","88% (hitungan jam)","3,8RB","4.9 (767 penilaian)","8 bulan lalu","null","KOTA BANDUNG","TOOTSIE - Caen T-Shirt -  AdultRp169.900236 TerjualKOTA BANDUNG","https://shopee.co.id/TOOTSIE-Caen-T-Shirt-Adult-i.737806720.17560654763?sp_atk=ed7ed873-8e6f-485e-84c9-bbd150e653b6&xptdk=ed7ed873-8e6f-485e-84c9-bbd150e653b6","null","null","null","null","null"
"1668867682-96","https://shopee.co.id/mall/brands/11042849","Tootal Underwear","https://shopee.co.id/tootal.official","","24","27% (hitungan jam)","293","4.9 (255 penilaian)","24 bulan lalu","null","KOTA TANGERANG SELATAN","Tootal Celana Dalam Pria Mini Brief 3 Warna / pack - TTOB03M3CRp89.90030 TerjualKOTA TANGERANG SELATAN","https://shopee.co.id/Tootal-Celana-Dalam-Pria-Mini-Brief-3-Warna-pack-TTOB03M3C-i.338429743.5567484831?sp_atk=0b0debd8-d593-412f-bfe6-8d267d16e024&xptdk=0b0debd8-d593-412f-bfe6-8d267d16e024","null","null","null","null","null"
"1668867709-97","https://shopee.co.id/mall/brands/11042849","Tootal","https://shopee.co.id/tootal","","83","74% (hitungan jam)","529","4.9 (196 penilaian)","5 tahun lalu","null","KOTA JAKARTA TIMUR","50%offTootal Kemeja Pria Lengan Panjang Stripe 272 BlueDiskon 50%Rp688.000Rp344.00012 TerjualKOTA JAKARTA TIMUR","https://shopee.co.id/Tootal-Kemeja-Pria-Lengan-Panjang-Stripe-272-Blue-i.39412025.7941584422?sp_atk=c8dccb57-b334-47f5-8fef-182b9d201c4e&xptdk=c8dccb57-b334-47f5-8fef-182b9d201c4e","null","null","null","null","null"
"1668867744-98","https://shopee.co.id/mall/brands/11042849","TOMS PROJECT","https://shopee.co.id/tomsproject.id","","160","93% (hitungan jam)","38,7RB","4.8 (11,9RB penilaian)","5 tahun lalu","null","KOTA BANDUNG","63%offToms Project Tshirt Saint Muerte - Kaos PriaDiskon Rp5RBPilih 3, bayar Rp195.000Rp185.000Rp69.0002,8RB TerjualKOTA BANDUNG","https://shopee.co.id/Toms-Project-Tshirt-Saint-Muerte-Kaos-Pria-i.55255133.3297105846?sp_atk=87071a41-bf3a-4ff7-99b9-3a713113edbe&xptdk=87071a41-bf3a-4ff7-99b9-3a713113edbe","null","null","null","null","null"
"1668867793-99","https://shopee.co.id/mall/brands/11042849","Tommy Hilfinger","https://shopee.co.id/tommyhilfigerofficial","","159","100% (hitungan menit)","14%","17,9RB","4.8 (197 penilaian)","null","KAB. BOGOR","30%offTommy Hilfiger - REGULAR FIT TOMMY TIPPED POLO 2 - BLACKDiskon Rp15RBRp1.390.000Rp973.0007 TerjualKAB. BOGOR","https://shopee.co.id/Tommy-Hilfiger-REGULAR-FIT-TOMMY-TIPPED-POLO-2-BLACK-i.338434182.20349514959?sp_atk=deaa9482-93b4-424b-9671-d4fac16272cd&xptdk=deaa9482-93b4-424b-9671-d4fac16272cd","null","null","null","null","null"
"1668867826-100","https://shopee.co.id/mall/brands/11042849","Tokocrypto","https://shopee.co.id/tokocrypto_official","","21","50%","20%","43","5.0 (4 penilaian)","null","KOTA JAKARTA SELATAN","Tokocrypto - Astronauts Skate Black - Size MRp180.0002 TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/Tokocrypto-Astronauts-Skate-Black-Size-M-i.637852336.19844837626?sp_atk=72ffae75-8750-4862-aafc-df8253e39501&xptdk=72ffae75-8750-4862-aafc-df8253e39501","null","null","null","null","null"
"1668867851-101","https://shopee.co.id/mall/brands/11042849","TNGR","https://shopee.co.id/tngrdeadly","","650","77% (hitungan jam)","28,3RB","4.8 (9,6RB penilaian)","5 tahun lalu","null","KAB. SLEMAN","55%offTNGR Deadly T-Shirt ZHOCX Blue TeesDiskon Rp7,77RBRp165.000Rp75.000211 TerjualKAB. SLEMAN","https://shopee.co.id/TNGR-Deadly-T-Shirt-ZHOCX-Blue-Tees-i.38323773.8642501922?sp_atk=f0d379b1-8c90-46a3-b88c-3bf30c80352f&xptdk=f0d379b1-8c90-46a3-b88c-3bf30c80352f","null","null","null","null","null"
"1668867896-102","https://shopee.co.id/mall/brands/11042849","Tizzly","https://shopee.co.id/tizzly.co","","13","88% (hitungan jam)","3,9RB","4.8 (2RB penilaian)","29 bulan lalu","null","KOTA CIMAHI","35%offTizzly Avernus Varian2Rp187.850 - Rp203.550385 TerjualKOTA CIMAHI","https://shopee.co.id/Tizzly-Avernus-Varian2-i.279384362.3260542535?sp_atk=f95daeee-5252-47ee-99d7-e0e0fb75265a&xptdk=f95daeee-5252-47ee-99d7-e0e0fb75265a","null","null","null","null","null"
"1668867932-103","https://shopee.co.id/mall/brands/11042849","Tirajeans","https://shopee.co.id/tirajeansofficial","","439","62% (hitungan jam)","31,5RB","4.8 (8,5RB penilaian)","5 tahun lalu","null","KOTA BEKASI","25%offTirajeans T-Shirts L/S TTL205K40004S21 BlackDiskon Rp20RBPilih 2, diskon 30%Rp179.900Rp134.925218 TerjualKOTA BEKASI","https://shopee.co.id/Tirajeans-T-Shirts-L-S-TTL205K40004S21-Black-i.55934463.8148573584?sp_atk=37ec8eaa-f4e9-4ddc-b9dd-082b49ec3926&xptdk=37ec8eaa-f4e9-4ddc-b9dd-082b49ec3926","null","null","null","null","null"
"1668867956-104","https://shopee.co.id/mall/brands/11042849","TIMONOSD","https://shopee.co.id/timonosd.co","","313","61% (hitungan jam)","60,5RB","4.7 (18,5RB penilaian)","5 tahun lalu","null","KOTA TANGERANG SELATAN","Timonosd Crewneck Tmnsd “Had “Rp210.000544 TerjualKOTA TANGERANG SELATAN","https://shopee.co.id/Timonosd-Crewneck-Tmnsd-%E2%80%9CHad-%E2%80%9C-i.51123839.3841831780?sp_atk=9736a233-d84a-4e7b-8dc6-c6687cd133a7&xptdk=9736a233-d84a-4e7b-8dc6-c6687cd133a7","null","null","null","null","null"
"1668867984-105","https://shopee.co.id/mall/brands/11042849","Timberland","https://shopee.co.id/timberlandofficial","","897","100% (hitungan jam)","31,8RB","4.9 (1,6RB penilaian)","32 bulan lalu","null","KOTA TANGERANG SELATAN","Timberland Women 6In Prem Boot Wheat Nubuck-TB010361713Diskon Rp25RBRp3.790.00016 TerjualKOTA TANGERANG SELATAN","https://shopee.co.id/Timberland-Women-6In-Prem-Boot-Wheat-Nubuck-TB010361713-i.240533996.7638556753?sp_atk=bae997e1-091b-4aa7-a29e-5a379e7c5d55&xptdk=bae997e1-091b-4aa7-a29e-5a379e7c5d55","null","null","null","null","null"
"1668868034-106","https://shopee.co.id/mall/brands/11042849","Tightless","https://shopee.co.id/tightless","","25","57%","341","4.7 (35 penilaian)","23 bulan lalu","null","KOTA BANDUNG","62%offTightless Sweater Pullover Hoodie LethargyRp449.000Rp169.0008 TerjualKOTA BANDUNG","https://shopee.co.id/Tightless-Sweater-Pullover-Hoodie-Lethargy-i.362960731.3483261058?sp_atk=ac28f236-6d08-477b-85c5-7edab9b6527b&xptdk=ac28f236-6d08-477b-85c5-7edab9b6527b","null","null","null","null","null"
"1668868061-107","https://shopee.co.id/mall/brands/11042849","Throox","https://shopee.co.id/throoxoriginal","","377","98% (hitungan jam)","145,9RB","4.8 (48,2RB penilaian)","4 tahun lalu","null","KAB. SUKOHARJO","49%offThroox T-Shirt kaos hitam ||THRX Good Smilow BlackDiskon Rp5RBPilih 3, bayar Rp250.000Rp175.000Rp89.0001,6RB TerjualKAB. SUKOHARJO","https://shopee.co.id/Throox-T-Shirt-kaos-hitam-THRX-Good-Smilow-Black-i.118571446.7526533289?sp_atk=d207a5d8-1e2e-42c7-9728-8a0ec00e3798&xptdk=d207a5d8-1e2e-42c7-9728-8a0ec00e3798","null","null","null","null","null"
"1668868111-108","https://shopee.co.id/mall/brands/11042849","Thistimebrand","https://shopee.co.id/thistimebrand","","1,2RB","94% (hitungan jam)","83,4RB","4.7 (24,1RB penilaian)","4 tahun lalu","null","KOTA BEKASI","This Time Brand Paket Hemat Murah Meriah , Geser Ke KananDiskon Rp5RBKombo HematRp200.000600 TerjualKOTA BEKASI","https://shopee.co.id/This-Time-Brand-Paket-Hemat-Murah-Meriah-Geser-Ke-Kanan-i.86409600.6045631676?sp_atk=e8d8f152-8a0b-4531-a1f6-52095445a4c4&xptdk=e8d8f152-8a0b-4531-a1f6-52095445a4c4","null","null","null","null","null"
"1668868320-109","https://shopee.co.id/mall/brands/11042849","This is April","https://shopee.co.id/thisisapril","","857","99% (hitungan jam)","755,1RB","4.9 (108,1RB penilaian)","5 tahun lalu","null","KOTA JAKARTA UTARA","This Is April Jaket Jeans Wanita Fender Jackets Denim – 181503Diskon Rp10RBRp279.0001,1RB TerjualKOTA JAKARTA UTARA","https://shopee.co.id/This-Is-April-Jaket-Jeans-Wanita-Fender-Jackets-Denim-%E2%80%93-181503-i.60731464.6383449442?sp_atk=54775d11-000a-43a7-86f8-95c25339b167&xptdk=54775d11-000a-43a7-86f8-95c25339b167","null","null","null","null","null"
"1668868351-110","https://shopee.co.id/mall/brands/11042849","The Slank Store","https://shopee.co.id/theslankstore","","308","76% (hitungan jam)","19,8RB","4.9 (11,2RB penilaian)","5 tahun lalu","null","KOTA JAKARTA SELATAN","Vaksin Slank Vol.24Rp100.000778 TerjualKOTA JAKARTA SELATAN","https://shopee.co.id/Vaksin-Slank-Vol.24-i.69584395.4676992447?sp_atk=cf2be560-31d9-4750-922d-afa8d22ff5f3&xptdk=cf2be560-31d9-4750-922d-afa8d22ff5f3","null","null","null","null","null"
"1668868376-111","https://shopee.co.id/mall/brands/11042849","The Monseur Gallery","https://shopee.co.id/themonseurgallery","","693","100% (hitungan menit)","30,3RB","4.7 (4,2RB penilaian)","3 bulan lalu","null","KOTA SURABAYA","50%offThe Monseur Gallery T-shirt Oversize Blue Heart | Kaos HitamDiskon Rp5RBPilih 2, diskon Rp2.000Rp130.000Rp65.000718 TerjualKOTA SURABAYA","https://shopee.co.id/The-Monseur-Gallery-T-shirt-Oversize-Blue-Heart-Kaos-Hitam-i.836627177.20342770371?sp_atk=0751edf8-3144-4b3a-b403-ad16698bd3b7&xptdk=0751edf8-3144-4b3a-b403-ad16698bd3b7","null","null","null","null","null"
"1668868551-112","https://shopee.co.id/mall/brands/11042849","The Goods Dept","https://shopee.co.id/thegoodsdeptofficial","","1RB","76% (hitungan jam)","70,5RB","4.9 (13,6RB penilaian)","34 bulan lalu","null","KAB. TANGERANG","The Goods Dept - Totebag Jakarta CreamDiskon Rp10RBRp169.0001,4RB TerjualKAB. TANGERANG","https://shopee.co.id/The-Goods-Dept-Totebag-Jakarta-Cream-i.217272417.5514381651?sp_atk=1f348dbf-2edd-4c6c-a362-7971e5407345&xptdk=1f348dbf-2edd-4c6c-a362-7971e5407345","null","null","null","null","null"
